,PXindex,daily_change
,Index PX,PX % change
17.08.2005,1292,-0.33
18.08.2005,1291.6,-0.03
19.08.2005,1290.1,-0.12
22.08.2005,1298.5,0.65
23.08.2005,1305.5,0.54
24.08.2005,1310.2,0.36
25.08.2005,1314,0.29
26.08.2005,1315.2,0.09
29.08.2005,1307.8,-0.56
30.08.2005,1328.1,1.55
31.08.2005,1350.9,1.72
01.09.2005,1367.6,1.24
02.09.2005,1384.6,1.24
05.09.2005,1370.1,-1.05
06.09.2005,1359.2,-0.8
07.09.2005,1353.9,-0.39
08.09.2005,1367.7,1.02
09.09.2005,1381.4,1
12.09.2005,1379.7,-0.12
13.09.2005,1386.5,0.49
14.09.2005,1390.3,0.27
15.09.2005,1414.7,1.76
16.09.2005,1432.3,1.24
19.09.2005,1443.9,0.81
20.09.2005,1435.6,-0.57
21.09.2005,1432.5,-0.22
22.09.2005,1441.8,0.65
23.09.2005,1421.4,-1.41
26.09.2005,1437.1,1.1
27.09.2005,1451.6,1.01
29.09.2005,1450.5,-0.08
30.09.2005,1453.7,0.22
03.10.2005,1468.2,1
04.10.2005,1478.3,0.69
05.10.2005,1471.3,-0.47
06.10.2005,1406.6,-4.4
07.10.2005,1397.5,-0.65
10.10.2005,1421.1,1.69
11.10.2005,1419.4,-0.12
12.10.2005,1411.3,-0.57
13.10.2005,1360.4,-3.61
14.10.2005,1327.3,-2.43
17.10.2005,1353,1.94
18.10.2005,1356.9,0.29
19.10.2005,1308.8,-3.54
20.10.2005,1310,0.09
21.10.2005,1311.8,0.14
24.10.2005,1331.5,1.5
25.10.2005,1349.9,1.38
26.10.2005,1348.2,-0.13
27.10.2005,1355.6,0.55
31.10.2005,1381.3,1.9
01.11.2005,1392.7,0.83
02.11.2005,1393.5,0.06
03.11.2005,1403.6,0.72
04.11.2005,1411.4,0.56
07.11.2005,1431.9,1.45
08.11.2005,1421.6,-0.72
09.11.2005,1416.1,-0.39
10.11.2005,1410.5,-0.4
11.11.2005,1397,-0.96
14.11.2005,1378.7,-1.31
15.11.2005,1364,-1.07
16.11.2005,1379.7,1.15
18.11.2005,1392.5,0.93
21.11.2005,1395.2,0.19
22.11.2005,1378.5,-1.2
23.11.2005,1396,1.27
24.11.2005,1393.9,-0.15
25.11.2005,1402.7,0.63
28.11.2005,1407.2,0.32
29.11.2005,1403.2,-0.28
30.11.2005,1403.1,-0.01
01.12.2005,1409.4,0.45
02.12.2005,1422.1,0.9
05.12.2005,1423.1,0.07
06.12.2005,1417.3,-0.41
07.12.2005,1436.4,1.35
08.12.2005,1437.2,0.06
09.12.2005,1425.1,-0.84
12.12.2005,1432.6,0.53
13.12.2005,1440,0.52
14.12.2005,1444.6,0.32
15.12.2005,1443.3,-0.09
16.12.2005,1441.2,-0.15
19.12.2005,1448.5,0.51
20.12.2005,1453.8,0.37
21.12.2005,1454.5,0.05
22.12.2005,1457,0.17
23.12.2005,1458.7,0.12
27.12.2005,1468.1,0.64
28.12.2005,1463.1,-0.34
29.12.2005,1475.7,0.86
30.12.2005,1473,-0.18
02.01.2006,1485.6,0.86
03.01.2006,1494.2,0.58
04.01.2006,1496.1,0.13
05.01.2006,1498.6,0.17
06.01.2006,1509.4,0.72
09.01.2006,1527.2,1.18
10.01.2006,1516.5,-0.7
11.01.2006,1517.3,0.05
12.01.2006,1513.9,-0.22
13.01.2006,1507,-0.46
16.01.2006,1517.8,0.72
17.01.2006,1517.5,-0.02
18.01.2006,1498.4,-1.26
19.01.2006,1516.6,1.21
20.01.2006,1526.7,0.67
23.01.2006,1518.4,-0.54
24.01.2006,1522.2,0.25
25.01.2006,1529.2,0.46
26.01.2006,1513.8,-1.01
27.01.2006,1517.6,0.25
30.01.2006,1524.1,0.43
31.01.2006,1521.2,-0.19
01.02.2006,1516.5,-0.31
02.02.2006,1527.6,0.73
03.02.2006,1519.4,-0.54
06.02.2006,1529.1,0.64
07.02.2006,1530.4,0.09
08.02.2006,1526.8,-0.24
09.02.2006,1524.6,-0.14
10.02.2006,1518.5,-0.4
13.02.2006,1522.8,0.28
14.02.2006,1514.5,-0.55
15.02.2006,1518.9,0.29
16.02.2006,1531.5,0.83
17.02.2006,1546.2,0.96
20.02.2006,1562,1.02
21.02.2006,1576.4,0.92
22.02.2006,1561.5,-0.95
23.02.2006,1566.2,0.3
24.02.2006,1573.4,0.46
27.02.2006,1584.4,0.7
28.02.2006,1547.5,-2.33
01.03.2006,1558.2,0.69
02.03.2006,1541.8,-1.05
03.03.2006,1559.8,1.17
06.03.2006,1558.9,-0.06
07.03.2006,1525.9,-2.12
08.03.2006,1506.8,-1.25
09.03.2006,1517.1,0.68
10.03.2006,1510.8,-0.42
13.03.2006,1529.1,1.21
14.03.2006,1506.2,-1.5
15.03.2006,1522.3,1.07
16.03.2006,1538.4,1.06
17.03.2006,1539.7,0.08
20.03.2006,1554.6,0.97
21.03.2006,1544.3,-0.66
22.03.2006,1539.9,-0.28
23.03.2006,1544.9,0.32
24.03.2006,1538.5,-0.41
27.03.2006,1535.7,-0.18
28.03.2006,1527.1,-0.56
29.03.2006,1516.4,-0.7
30.03.2006,1530.5,0.93
31.03.2006,1523.9,-0.43
03.04.2006,1532.2,0.54
04.04.2006,1534.5,0.15
05.04.2006,1538.7,0.27
06.04.2006,1546.4,0.5
07.04.2006,1549.6,0.21
10.04.2006,1536.8,-0.83
11.04.2006,1518.1,-1.22
12.04.2006,1516.6,-0.1
13.04.2006,1509.6,-0.46
14.04.2006,1515.3,0.38
18.04.2006,1513,-0.15
19.04.2006,1533.8,1.37
20.04.2006,1547.9,0.92
21.04.2006,1550.9,0.19
24.04.2006,1546.1,-0.31
25.04.2006,1543.3,-0.18
26.04.2006,1547.7,0.29
27.04.2006,1514.9,-2.12
28.04.2006,1493.7,-1.4
02.05.2006,1477,-1.12
03.05.2006,1473.7,-0.22
04.05.2006,1496.2,1.53
05.05.2006,1513.9,1.18
09.05.2006,1532.9,1.26
10.05.2006,1535.4,0.16
11.05.2006,1538.2,0.18
12.05.2006,1513.5,-1.61
15.05.2006,1469.9,-2.88
16.05.2006,1475.7,0.39
17.05.2006,1463.1,-0.85
18.05.2006,1440,-1.58
19.05.2006,1430.7,-0.65
22.05.2006,1345.7,-5.94
23.05.2006,1377.7,2.38
24.05.2006,1319.9,-4.2
25.05.2006,1355.3,2.68
26.05.2006,1390.3,2.58
29.05.2006,1379.8,-0.76
30.05.2006,1353.6,-1.9
31.05.2006,1328.7,-1.84
01.06.2006,1347.7,1.43
02.06.2006,1370.4,1.68
05.06.2006,1363.6,-0.5
06.06.2006,1340.7,-1.68
07.06.2006,1300.8,-2.98
08.06.2006,1249.5,-3.94
09.06.2006,1233.2,-1.3
12.06.2006,1203.1,-2.44
13.06.2006,1166.6,-3.03
14.06.2006,1190,2.01
15.06.2006,1276.9,7.3
16.06.2006,1278.3,0.11
19.06.2006,1309.4,2.43
20.06.2006,1314.4,0.38
21.06.2006,1315,0.05
22.06.2006,1304.6,-0.79
23.06.2006,1291.4,-1.01
26.06.2006,1311,1.52
27.06.2006,1332.9,1.67
28.06.2006,1321,-0.89
29.06.2006,1346.3,1.92
30.06.2006,1390.4,3.28
03.07.2006,1387.4,-0.22
04.07.2006,1375.7,-0.84
07.07.2006,1371.6,-0.3
10.07.2006,1369.3,-0.17
11.07.2006,1366.2,-0.23
12.07.2006,1378.8,0.92
13.07.2006,1351.4,-1.99
14.07.2006,1320.9,-2.26
17.07.2006,1328.4,0.57
18.07.2006,1341.4,0.98
19.07.2006,1343.8,0.18
20.07.2006,1375.4,2.35
21.07.2006,1356.9,-1.35
24.07.2006,1385,2.07
25.07.2006,1402,1.23
26.07.2006,1417,1.07
27.07.2006,1431.8,1.04
28.07.2006,1434.5,0.19
31.07.2006,1436.1,0.11
01.08.2006,1428.9,-0.5
02.08.2006,1434.4,0.38
03.08.2006,1420.9,-0.94
04.08.2006,1431,0.71
07.08.2006,1427.9,-0.22
08.08.2006,1426.2,-0.12
09.08.2006,1430.2,0.28
10.08.2006,1405.5,-1.73
11.08.2006,1407.3,0.13
14.08.2006,1413.5,0.44
15.08.2006,1411.8,-0.12
16.08.2006,1426.6,1.05
17.08.2006,1427.4,0.06
18.08.2006,1431,0.25
21.08.2006,1431.3,0.02
22.08.2006,1428.5,-0.2
23.08.2006,1426.9,-0.11
24.08.2006,1431.1,0.29
25.08.2006,1427.7,-0.24
28.08.2006,1414.8,-0.9
29.08.2006,1419.5,0.33
30.08.2006,1434.3,1.04
31.08.2006,1445.5,0.78
01.09.2006,1452.4,0.48
04.09.2006,1461.3,0.61
05.09.2006,1467.8,0.44
06.09.2006,1459.3,-0.58
07.09.2006,1451.8,-0.51
08.09.2006,1469.4,1.21
11.09.2006,1460.1,-0.63
12.09.2006,1452.4,-0.53
13.09.2006,1463.7,0.78
14.09.2006,1471.7,0.55
15.09.2006,1472.4,0.05
18.09.2006,1460.9,-0.78
19.09.2006,1445.9,-1.03
20.09.2006,1445,-0.06
21.09.2006,1431.1,-0.96
22.09.2006,1396.1,-2.45
25.09.2006,1389.3,-0.49
26.09.2006,1412.9,1.7
27.09.2006,1448.7,2.53
29.09.2006,1447.5,-0.08
02.10.2006,1439.9,-0.53
03.10.2006,1446.6,0.47
04.10.2006,1453.4,0.47
05.10.2006,1455.2,0.12
06.10.2006,1439.1,-1.11
09.10.2006,1450.5,0.79
10.10.2006,1468.6,1.25
11.10.2006,1471,0.16
12.10.2006,1475.4,0.3
13.10.2006,1494.5,1.29
16.10.2006,1501.4,0.46
17.10.2006,1491.8,-0.64
18.10.2006,1514.6,1.53
19.10.2006,1513.6,-0.07
20.10.2006,1516.1,0.17
23.10.2006,1526,0.65
24.10.2006,1535.2,0.6
25.10.2006,1562.4,1.77
26.10.2006,1564.5,0.13
27.10.2006,1552.8,-0.75
30.10.2006,1525.1,-1.78
31.10.2006,1538.5,0.88
01.11.2006,1553.3,0.96
02.11.2006,1534.7,-1.2
03.11.2006,1542.1,0.48
06.11.2006,1550.1,0.52
07.11.2006,1552.1,0.13
08.11.2006,1554.2,0.14
09.11.2006,1561,0.44
10.11.2006,1540.1,-1.34
13.11.2006,1539.7,-0.03
14.11.2006,1536.3,-0.22
15.11.2006,1547.2,0.71
16.11.2006,1564.5,1.12
20.11.2006,1545.9,-1.19
21.11.2006,1560.6,0.95
22.11.2006,1575.5,0.95
23.11.2006,1558.5,-1.08
24.11.2006,1544.8,-0.88
27.11.2006,1546.4,0.1
28.11.2006,1530,-1.06
29.11.2006,1559.5,1.93
30.11.2006,1570.6,0.71
01.12.2006,1582.2,0.74
04.12.2006,1585.9,0.23
05.12.2006,1600.4,0.91
06.12.2006,1599.8,-0.04
07.12.2006,1614.1,0.89
08.12.2006,1611.6,-0.15
11.12.2006,1620.9,0.58
12.12.2006,1619.6,-0.08
13.12.2006,1615.1,-0.28
14.12.2006,1625.3,0.63
15.12.2006,1622.5,-0.17
18.12.2006,1626.1,0.22
19.12.2006,1584.8,-2.54
20.12.2006,1578.6,-0.39
21.12.2006,1585.3,0.42
22.12.2006,1569.8,-0.98
27.12.2006,1569.6,-0.01
28.12.2006,1582,0.79
29.12.2006,1588.9,0.44
02.01.2007,1618.3,1.85
03.01.2007,1617.9,-0.02
04.01.2007,1614.2,-0.23
05.01.2007,1599.9,-0.89
08.01.2007,1590.9,-0.56
09.01.2007,1589.3,-0.1
10.01.2007,1565.3,-1.51
11.01.2007,1593.1,1.78
12.01.2007,1602.6,0.6
15.01.2007,1617.9,0.95
16.01.2007,1621.9,0.25
17.01.2007,1609.9,-0.74
18.01.2007,1624.2,0.89
19.01.2007,1618.9,-0.33
22.01.2007,1634.5,0.96
23.01.2007,1640.7,0.38
24.01.2007,1659.8,1.16
25.01.2007,1675.4,0.94
26.01.2007,1660.9,-0.87
29.01.2007,1661.3,0.02
30.01.2007,1667.1,0.35
31.01.2007,1663.4,-0.22
01.02.2007,1682.7,1.16
02.02.2007,1688.7,0.36
05.02.2007,1694.4,0.34
06.02.2007,1718.4,1.42
07.02.2007,1714.9,-0.2
08.02.2007,1692.1,-1.33
09.02.2007,1684.7,-0.44
12.02.2007,1679.9,-0.28
13.02.2007,1694.3,0.86
14.02.2007,1708.9,0.86
15.02.2007,1703.2,-0.33
16.02.2007,1701.3,-0.11
19.02.2007,1706.9,0.33
20.02.2007,1686.6,-1.19
21.02.2007,1672.2,-0.85
22.02.2007,1686,0.83
23.02.2007,1704.8,1.12
26.02.2007,1706.2,0.08
27.02.2007,1635.8,-4.13
28.02.2007,1628,-0.48
01.03.2007,1593.6,-2.11
02.03.2007,1613,1.22
05.03.2007,1595.7,-1.07
06.03.2007,1629.1,2.09
07.03.2007,1626.9,-0.14
08.03.2007,1667.6,2.5
09.03.2007,1674.7,0.43
12.03.2007,1662.6,-0.72
13.03.2007,1661.8,-0.05
14.03.2007,1628.4,-2.01
15.03.2007,1635.8,0.45
16.03.2007,1643.2,0.45
19.03.2007,1653.7,0.64
20.03.2007,1671.3,1.06
21.03.2007,1681.4,0.6
22.03.2007,1691,0.57
23.03.2007,1708.9,1.06
26.03.2007,1712.7,0.22
27.03.2007,1692.8,-1.16
28.03.2007,1680.1,-0.75
29.03.2007,1703.2,1.37
30.03.2007,1712.2,0.53
02.04.2007,1708.7,-0.2
03.04.2007,1723.8,0.88
04.04.2007,1745.2,1.24
05.04.2007,1742.2,-0.17
06.04.2007,1754.2,0.69
10.04.2007,1770.9,0.95
11.04.2007,1784.8,0.78
12.04.2007,1763.6,-1.19
13.04.2007,1788.1,1.39
16.04.2007,1814.1,1.45
17.04.2007,1804,-0.56
18.04.2007,1794.4,-0.53
19.04.2007,1777.2,-0.96
20.04.2007,1811.5,1.93
23.04.2007,1814.6,0.17
24.04.2007,1814.4,-0.01
25.04.2007,1828,0.75
26.04.2007,1820,-0.44
27.04.2007,1812,-0.44
30.04.2007,1806.3,-0.31
02.05.2007,1814.9,0.48
03.05.2007,1813.9,-0.06
04.05.2007,1827.4,0.74
07.05.2007,1826.3,-0.06
09.05.2007,1831.6,0.29
10.05.2007,1833.6,0.11
11.05.2007,1818.5,-0.82
14.05.2007,1819.6,0.06
15.05.2007,1805.4,-0.78
16.05.2007,1816.2,0.6
17.05.2007,1814.4,-0.1
18.05.2007,1836,1.19
21.05.2007,1832.6,-0.19
22.05.2007,1828.3,-0.23
23.05.2007,1838.2,0.54
24.05.2007,1823.9,-0.78
25.05.2007,1815.4,-0.47
28.05.2007,1828.4,0.72
29.05.2007,1829,0.03
30.05.2007,1820.2,-0.48
31.05.2007,1833.2,0.71
01.06.2007,1850.5,0.94
04.06.2007,1848.1,-0.13
05.06.2007,1845.2,-0.16
06.06.2007,1838.5,-0.36
07.06.2007,1840.7,0.12
08.06.2007,1820.3,-1.11
11.06.2007,1842.6,1.23
12.06.2007,1844.6,0.11
13.06.2007,1842.6,-0.11
14.06.2007,1853.1,0.57
15.06.2007,1849.6,-0.19
18.06.2007,1848.7,-0.05
19.06.2007,1838.5,-0.55
20.06.2007,1850.5,0.65
21.06.2007,1841.3,-0.5
22.06.2007,1847.6,0.34
25.06.2007,1836.9,-0.58
26.06.2007,1851.4,0.79
27.06.2007,1834.5,-0.91
28.06.2007,1843.6,0.5
29.06.2007,1859.1,0.84
02.07.2007,1857,-0.11
03.07.2007,1886.9,1.61
04.07.2007,1897.6,0.57
09.07.2007,1903.8,0.33
10.07.2007,1879.7,-1.27
11.07.2007,1863.2,-0.88
12.07.2007,1880.4,0.92
13.07.2007,1863.4,-0.9
16.07.2007,1850.3,-0.7
17.07.2007,1852.8,0.14
18.07.2007,1864,0.6
19.07.2007,1870.3,0.34
20.07.2007,1854.9,-0.82
23.07.2007,1866.1,0.6
24.07.2007,1841.6,-1.31
25.07.2007,1851.6,0.54
26.07.2007,1815.4,-1.96
27.07.2007,1771.4,-2.42
30.07.2007,1764.7,-0.38
31.07.2007,1789.8,1.42
01.08.2007,1747.8,-2.35
02.08.2007,1768.4,1.18
03.08.2007,1772.3,0.22
06.08.2007,1755.2,-0.96
07.08.2007,1770.4,0.87
08.08.2007,1808.2,2.14
09.08.2007,1774.6,-1.86
10.08.2007,1750.6,-1.35
13.08.2007,1783.6,1.89
14.08.2007,1775.1,-0.48
15.08.2007,1749.7,-1.43
16.08.2007,1653.2,-5.52
17.08.2007,1688.1,2.11
20.08.2007,1691,0.17
21.08.2007,1697.5,0.38
22.08.2007,1734,2.15
23.08.2007,1750,0.92
24.08.2007,1767.1,0.98
27.08.2007,1787.7,1.17
28.08.2007,1773.9,-0.77
29.08.2007,1761,-0.73
30.08.2007,1771.3,0.58
31.08.2007,1789.3,1.02
03.09.2007,1798.6,0.52
04.09.2007,1812.1,0.75
05.09.2007,1806.3,-0.32
06.09.2007,1776.2,-1.67
07.09.2007,1762.4,-0.78
10.09.2007,1757.5,-0.28
11.09.2007,1765,0.43
12.09.2007,1755.7,-0.53
13.09.2007,1770.2,0.83
14.09.2007,1761.9,-0.47
17.09.2007,1747.8,-0.8
18.09.2007,1750.8,0.17
19.09.2007,1780.7,1.71
20.09.2007,1790.9,0.57
21.09.2007,1793.8,0.16
24.09.2007,1792.1,-0.09
25.09.2007,1802.9,0.6
26.09.2007,1825.3,1.24
27.09.2007,1816.3,-0.49
01.10.2007,1828.8,0.69
02.10.2007,1845.5,0.91
03.10.2007,1835.1,-0.56
04.10.2007,1862.7,1.5
05.10.2007,1881.5,1.01
08.10.2007,1896.1,0.78
09.10.2007,1883.4,-0.67
10.10.2007,1881,-0.13
11.10.2007,1900.7,1.05
12.10.2007,1898.8,-0.1
15.10.2007,1908.3,0.5
16.10.2007,1886.3,-1.15
17.10.2007,1892.2,0.31
18.10.2007,1886,-0.33
19.10.2007,1876.1,-0.52
22.10.2007,1848.4,-1.48
23.10.2007,1867.6,1.04
24.10.2007,1872.6,0.27
25.10.2007,1884.6,0.64
26.10.2007,1910.1,1.35
29.10.2007,1936.1,1.36
30.10.2007,1913.4,-1.17
31.10.2007,1908.3,-0.27
01.11.2007,1925.5,0.9
02.11.2007,1908.3,-0.89
05.11.2007,1888.6,-1.03
06.11.2007,1903.3,0.78
07.11.2007,1871.4,-1.68
08.11.2007,1860.9,-0.56
09.11.2007,1832.1,-1.55
12.11.2007,1820.5,-0.63
13.11.2007,1811.1,-0.52
14.11.2007,1828.3,0.95
15.11.2007,1797.4,-1.69
16.11.2007,1793.8,-0.2
19.11.2007,1770.6,-1.29
20.11.2007,1767.1,-0.2
21.11.2007,1728.2,-2.2
22.11.2007,1742,0.8
23.11.2007,1767.9,1.49
26.11.2007,1771.1,0.18
27.11.2007,1737.7,-1.89
28.11.2007,1748.1,0.6
29.11.2007,1757.6,0.54
30.11.2007,1774.1,0.94
03.12.2007,1766.9,-0.41
04.12.2007,1756.6,-0.58
05.12.2007,1778.8,1.26
06.12.2007,1812.8,1.91
07.12.2007,1842.7,1.65
10.12.2007,1855.8,0.71
11.12.2007,1839.4,-0.88
12.12.2007,1842.6,0.17
13.12.2007,1805.8,-2
14.12.2007,1804.3,-0.08
17.12.2007,1771.8,-1.8
18.12.2007,1796.7,1.41
19.12.2007,1782.8,-0.77
20.12.2007,1794.6,0.66
21.12.2007,1769,-1.43
27.12.2007,1818.2,2.78
28.12.2007,1815.1,-0.17
02.01.2008,1808.6,-0.36
03.01.2008,1792.5,-0.89
04.01.2008,1760,-1.81
07.01.2008,1725.3,-1.97
08.01.2008,1735.3,0.58
09.01.2008,1688.9,-2.67
10.01.2008,1646.1,-2.53
11.01.2008,1657.3,0.68
14.01.2008,1651.5,-0.35
15.01.2008,1620.2,-1.9
16.01.2008,1570.1,-3.09
17.01.2008,1561.5,-0.55
18.01.2008,1561.7,0.01
21.01.2008,1489.6,-4.62
22.01.2008,1463.7,-1.74
23.01.2008,1405.1,-4
24.01.2008,1523.4,8.42
25.01.2008,1536.7,0.87
28.01.2008,1487.4,-3.21
29.01.2008,1501,0.91
30.01.2008,1521.2,1.35
31.01.2008,1499.6,-1.42
01.02.2008,1541.3,2.78
04.02.2008,1567,1.67
05.02.2008,1544.1,-1.46
06.02.2008,1532.5,-0.75
07.02.2008,1501,-2.06
08.02.2008,1494.6,-0.43
11.02.2008,1493.2,-0.09
12.02.2008,1524,2.06
13.02.2008,1569.9,3.01
14.02.2008,1572.3,0.15
15.02.2008,1541.7,-1.95
18.02.2008,1568.5,1.74
19.02.2008,1578.3,0.62
20.02.2008,1569.8,-0.54
21.02.2008,1564,-0.37
22.02.2008,1537.7,-1.68
25.02.2008,1566.2,1.85
26.02.2008,1578.2,0.77
27.02.2008,1567.6,-0.67
28.02.2008,1569.8,0.14
29.02.2008,1566,-0.24
03.03.2008,1522.7,-2.77
04.03.2008,1485.6,-2.44
05.03.2008,1511.5,1.74
06.03.2008,1496.3,-1.01
07.03.2008,1467.9,-1.9
10.03.2008,1460.9,-0.48
11.03.2008,1509,3.29
12.03.2008,1523.2,0.94
13.03.2008,1495.3,-1.83
14.03.2008,1506,0.72
17.03.2008,1468.5,-2.49
18.03.2008,1504.4,2.44
19.03.2008,1520.4,1.06
20.03.2008,1496.8,-1.55
21.03.2008,1516.9,1.34
25.03.2008,1522.8,0.39
26.03.2008,1510.7,-0.79
27.03.2008,1541.4,2.03
28.03.2008,1563.5,1.43
31.03.2008,1551.9,-0.74
01.04.2008,1562.8,0.7
02.04.2008,1575.3,0.8
03.04.2008,1569.1,-0.39
04.04.2008,1565.5,-0.23
07.04.2008,1585.3,1.26
08.04.2008,1578.4,-0.44
09.04.2008,1583.3,0.31
10.04.2008,1545.1,-2.41
11.04.2008,1533.1,-0.78
14.04.2008,1518,-0.98
15.04.2008,1526.6,0.57
16.04.2008,1537.7,0.73
17.04.2008,1532.6,-0.33
18.04.2008,1561.1,1.86
21.04.2008,1562.8,0.11
22.04.2008,1545.8,-1.09
23.04.2008,1555.1,0.6
24.04.2008,1564.1,0.58
25.04.2008,1572.3,0.52
28.04.2008,1591.4,1.21
29.04.2008,1582.7,-0.55
30.04.2008,1609.8,1.71
02.05.2008,1659.9,3.11
05.05.2008,1646.2,-0.83
06.05.2008,1644,-0.13
07.05.2008,1663.7,1.2
09.05.2008,1636.8,-1.62
12.05.2008,1640.9,0.25
13.05.2008,1641.9,0.06
14.05.2008,1655.2,0.81
15.05.2008,1668.4,0.8
16.05.2008,1701.1,1.96
19.05.2008,1710.8,0.57
20.05.2008,1703.1,-0.45
21.05.2008,1668.9,-2.01
22.05.2008,1677.4,0.51
23.05.2008,1671.3,-0.36
26.05.2008,1657.9,-0.8
27.05.2008,1644.8,-0.79
28.05.2008,1675.9,1.89
29.05.2008,1676.2,0.02
30.05.2008,1685,0.52
02.06.2008,1685.1,0.01
03.06.2008,1669.8,-0.91
04.06.2008,1648.2,-1.29
05.06.2008,1654.3,0.37
06.06.2008,1632.6,-1.31
09.06.2008,1618.3,-0.88
10.06.2008,1593.9,-1.51
11.06.2008,1585.4,-0.53
12.06.2008,1602,1.05
13.06.2008,1587.4,-0.91
16.06.2008,1596.1,0.55
17.06.2008,1633.6,2.35
18.06.2008,1623.7,-0.61
19.06.2008,1613.1,-0.65
20.06.2008,1559.1,-3.35
23.06.2008,1551.8,-0.47
24.06.2008,1513.7,-2.46
25.06.2008,1510.2,-0.23
26.06.2008,1479.8,-2.01
27.06.2008,1478,-0.12
30.06.2008,1483.5,0.37
01.07.2008,1458.5,-1.69
02.07.2008,1471.4,0.88
03.07.2008,1441.4,-2.04
04.07.2008,1420,-1.48
07.07.2008,1442.1,1.56
08.07.2008,1423.2,-1.31
09.07.2008,1455.2,2.25
10.07.2008,1448.5,-0.46
11.07.2008,1444.2,-0.3
14.07.2008,1440.4,-0.26
15.07.2008,1400.3,-2.78
16.07.2008,1398.6,-0.12
17.07.2008,1441,3.03
18.07.2008,1424.2,-1.17
21.07.2008,1451.2,1.9
22.07.2008,1436.4,-1.02
23.07.2008,1475,2.69
24.07.2008,1441.6,-2.26
25.07.2008,1433.7,-0.55
28.07.2008,1445.2,0.8
29.07.2008,1443.9,-0.09
30.07.2008,1474,2.08
31.07.2008,1471.8,-0.15
01.08.2008,1446.7,-1.71
04.08.2008,1440,-0.46
05.08.2008,1442.3,0.16
06.08.2008,1459.6,1.2
07.08.2008,1450.6,-0.62
08.08.2008,1453.5,0.2
11.08.2008,1457.4,0.27
12.08.2008,1446.5,-0.75
13.08.2008,1448.3,0.12
14.08.2008,1448.4,0.01
15.08.2008,1456.2,0.54
18.08.2008,1442.6,-0.93
19.08.2008,1431.5,-0.77
20.08.2008,1440,0.59
21.08.2008,1440.3,0.02
22.08.2008,1455.4,1.05
25.08.2008,1452.6,-0.19
26.08.2008,1437.6,-1.03
27.08.2008,1444,0.45
28.08.2008,1456.2,0.84
29.08.2008,1478.2,1.51
01.09.2008,1467.6,-0.72
02.09.2008,1471.2,0.25
03.09.2008,1452.1,-1.3
04.09.2008,1429.4,-1.56
05.09.2008,1374.5,-3.84
08.09.2008,1427.9,3.89
09.09.2008,1390.4,-2.63
10.09.2008,1322,-4.92
11.09.2008,1292.2,-2.25
12.09.2008,1290.8,-0.11
15.09.2008,1236.8,-4.18
16.09.2008,1167.6,-5.6
17.09.2008,1187.6,1.71
18.09.2008,1178,-0.81
19.09.2008,1316.2,11.73
22.09.2008,1309.9,-0.48
23.09.2008,1277.7,-2.46
24.09.2008,1283.1,0.42
25.09.2008,1300.6,1.36
26.09.2008,1274,-2.05
29.09.2008,1205.5,-5.38
30.09.2008,1204.7,-0.07
01.10.2008,1235.3,2.54
02.10.2008,1223.7,-0.94
03.10.2008,1204.8,-1.54
06.10.2008,1102.9,-8.46
07.10.2008,1084.6,-1.66
08.10.2008,1042.6,-3.87
09.10.2008,1044.6,0.19
10.10.2008,888.5,-14.94
13.10.2008,981.5,10.47
14.10.2008,1085.1,10.56
15.10.2008,998.8,-7.95
16.10.2008,938.5,-6.04
17.10.2008,842.8,-10.2
20.10.2008,864.2,2.54
21.10.2008,887.9,2.74
22.10.2008,853.9,-3.83
23.10.2008,851.5,-0.28
24.10.2008,751.3,-11.77
27.10.2008,699.8,-6.85
29.10.2008,791.9,13.16
30.10.2008,864.5,9.17
31.10.2008,877.9,1.55
03.11.2008,901.3,2.67
04.11.2008,935.4,3.78
05.11.2008,904,-3.36
06.11.2008,866.7,-4.13
07.11.2008,893.7,3.12
10.11.2008,903.6,1.11
11.11.2008,866.5,-4.11
12.11.2008,825.5,-4.73
13.11.2008,775.3,-6.08
14.11.2008,810.2,4.5
18.11.2008,777,-4.1
19.11.2008,777.2,0.03
20.11.2008,733.3,-5.65
21.11.2008,744.8,1.57
24.11.2008,792,6.34
25.11.2008,817,3.16
26.11.2008,817.3,0.04
27.11.2008,846.5,3.57
28.11.2008,863.2,1.97
01.12.2008,842.9,-2.35
02.12.2008,821.4,-2.55
03.12.2008,818.9,-0.3
04.12.2008,841.9,2.81
05.12.2008,823.8,-2.15
08.12.2008,856.1,3.92
09.12.2008,847.9,-0.96
10.12.2008,869.2,2.51
11.12.2008,847.6,-2.49
12.12.2008,822.9,-2.91
15.12.2008,835.9,1.58
16.12.2008,838.1,0.26
17.12.2008,833.2,-0.58
18.12.2008,833.5,0.04
19.12.2008,818.7,-1.78
22.12.2008,820.2,0.18
23.12.2008,846.8,3.24
29.12.2008,867.6,2.46
30.12.2008,858.2,-1.08
02.01.2009,870.1,1.39
05.01.2009,883.9,1.59
06.01.2009,904.7,2.35
07.01.2009,879.6,-2.77
08.01.2009,874.5,-0.58
09.01.2009,876.7,0.25
12.01.2009,874.3,-0.27
13.01.2009,859.5,-1.69
14.01.2009,838.8,-2.41
15.01.2009,831.6,-0.86
16.01.2009,842.1,1.26
19.01.2009,817.9,-2.87
20.01.2009,798.9,-2.32
21.01.2009,784.4,-1.81
22.01.2009,767.8,-2.12
